Order,Component,Type
1302,あとで君の家にいくよ。,sentence
1303,旨,kanji
1304,旨い,word
1305,うまかった。,sentence
1306,従,kanji
1307,従来,word
1308,バス,word
1309,あなたは歩いて行きますか。それともバスで行きますか。,sentence
1310,必,kanji
1311,要,kanji
1312,必要,word
1313,あなたがすぐそこへ行くことが必要だ。,sentence
1314,や,word
1315,あなたやあなたの家族について話して下さい。,sentence
1316,串,kanji
1317,患,kanji
1318,患者,word
1319,私は患者です。,sentence
1320,・,sentence-component
1321,情勢,word
1322,甬,kanji
1323,通,kanji
1324,通り,word
1325,このとおりを行きましょう。,sentence
1326,弱,kanji
1327,情報,word
1328,これまでのところ新しい情報はありません。,sentence
1329,なんて,word
1330,なんてね！,sentence
1331,向,kanji
1332,意向,word
1333,医者,word
1334,あなたは医者ですか。,sentence
1335,味,kanji
1336,意味,word
1337,この問題の意味がわかりません。,sentence
1338,楽,kanji
1339,楽しい,word
1340,あの本を読んでいて楽しかった？,sentence
1341,紙,kanji
1342,意見,word
1343,あなたとは全く意見が合わない。,sentence
1344,又,word
1345,その問題については、私なりの意見があります。,sentence
1346,己,kanji
1347,私は彼の意見に合意できなかった。,sentence
1348,記,kanji
1349,10月にまた会おう。,sentence
1350,憲,kanji
1351,去,kanji
1352,法,kanji
1353,憲法,word
1354,日本国憲法を読んだことがありますか。,sentence
1355,度,word
1356,あなたは二度と私に会いに来てはならない。,sentence
1357,成長,word
1358,あなたは成長しました。,sentence
1359,他,kanji
1360,他,word
1361,あなたの友達のほかに誰か来ますか。,sentence
1362,馬,kanji
1363,小(⺍),kanji-variant
1364,単,kanji
1365,戦,kanji
1366,争,kanji
1367,戦争,word
1368,いい戦争か悪い平和は何時でもじゃなかった。,sentence
1369,分,word
1370,5分もかからなかったよ。,sentence
1371,戦後,word
1372,知れる,word
1373,あなたはトムに会えないかもしれません。,sentence
1374,手,word
1375,あなたの手、きちゃな。,sentence
1376,込,kanji
1377,これらの商品の中には、地元では手に入らないものもあるかもしれない。,sentence
1378,込む,word
1379,批,kanji
1380,批判,word
1381,君はいつも僕を批判している。,sentence
1382,若,kanji
1383,若し,word
1384,もし、君が僕ならそんなことはしないだろう。,sentence
1385,理,kanji
1386,支,kanji
1387,技,kanji
1388,術,kanji
1389,技術,word
1390,その新しい仕事は彼の技術を必要とした。,sentence
1391,パーティー,word
1392,「トムのパーティー行く？」「まだ分かんない」,sentence
1393,細,kanji
1394,投,kanji
1395,票,kanji
1396,投票,word
1397,トムと僕のために投票してください。,sentence
1398,死,kanji
1399,死ぬ,word
1400,あの人は死んだ。,sentence
1401,且,kanji
1402,彼は前年に死んだ。,sentence
1403,組,kanji
1404,資,kanji
1405,投資,word
1406,彼はその新しい会社に投資してみた。,sentence
1407,一寸,word
1408,お金をお持ちでしたら、ちょっとかしてください。,sentence
1409,船,kanji
1410,拡,kanji
1411,拡大,word
1412,彼らの事業は拡大している。,sentence
1413,駅,kanji
1414,駅,word
1415,このバス、駅に行きますか。,sentence
1416,週,kanji
1417,市の中心に駅があります。,sentence
1418,指,kanji
1419,駅は市の中央にある。,sentence
1420,導,kanji
1421,指導,word
1422,何,word
1423,「あなたは何が欲しいですか」「犬が欲しいです」,sentence
1424,どの,word
1425,あなたに何かあげられたらなぁ・・・。,sentence
1426,申,kanji
1427,私の役割は何ですか。,sentence
1428,捜,kanji
1429,「バスはあとどのくらいで来ますか」「５分で来ます」,sentence
1430,査,kanji
1431,この市の人口はどのくらいですか。,sentence
1432,捜査,word
1433,予算はどのくらいでしょうか。,sentence
1434,ちゃう,word
1435,あなた、やっちゃったじゃない。,sentence
1436,雪,kanji
1437,推,kanji
1438,進,kanji
1439,推進,word
1440,信じる,word
1441,「そんなの誰も信じないって」「でもトムは信じてくれたよ」,sentence
1442,魚,kanji
1443,昔,kanji
1444,措,kanji
1445,措置,word
1446,わ,word
1447,あなたの為にならないわ。,sentence
1448,爪,kanji
1449,爪(爫),kanji-variant
1450,爰,kanji
1451,援,kanji
1452,助,kanji
1453,援助,word
1454,あなたの援助がなかったら、私はそれをすることが出来なかっただろう。,sentence
1455,テレビ,word
1456,あなたはどこでテレビを見ますか。,sentence
1457,黄,kanji
1458,どうかテレビを点けて下さい。,sentence
1459,支持,word
1460,あなたを支持します。,sentence
1461,不,word
1462,黒,kanji
1463,支援,word
1464,彼はその事件で私たちを支援してくれた。,sentence
1465,若い,word
1466,あなたはまだ若い。,sentence
1467,改,kanji
1468,改正,word
1469,憲法を改正したいと考えている人たちがいる。,sentence
1470,機,word
1471,晴,kanji
1472,革,kanji
1473,改革,word
1474,奄,kanji
1475,俺,kanji
1476,俺,word
1477,この本、トムじゃなくて俺んだ。,sentence
1478,朝,kanji
1479,攻,kanji
1480,撃,kanji
1481,攻撃,word
1482,みんなが僕の意見を攻撃した。,sentence
1483,遅,kanji
1484,遅れる,word
1485,あなたはいつも遅れる。,sentence
1486,放,kanji
1487,关,kanji
1488,送,kanji
1489,放送,word
1490,今は何を放送していますか。,sentence
1491,年,word
1492,3年前にトムに教えたんだ。,sentence
1493,歳,kanji
1494,歳,word
1495,あなたは十才ですか。,sentence
1496,答,kanji
1497,政,kanji
1498,政党,word
1499,彼らは新しい政党を作った。,sentence
1500,走る,word
1501,あなたはいつ走りますか。,sentence
1502,絵,kanji
1503,府,kanji
1504,政府,word
1505,国民は新しい政府を作った。,sentence
1506,引く,word
1507,もう後には引けない。,sentence
1508,権,kanji
1509,政権,word
1510,巳,kanji
1511,起,kanji
1512,起きる,word
1513,あなたはいつ起きますか？,sentence
1514,治,kanji
1515,政治,word
1516,注,kanji
1517,注意,word
1518,あなたはもう少し注意すべきだったのに。,sentence
1519,政治家,word
1520,トムは政治家です。,sentence
1521,終,kanji
1522,終わる,word
1523,あなたの仕事が終わった後で会いましょう。,sentence
1524,雲,kanji
1525,政界,word
1526,大きな,word
1527,この犬より大きな犬はいません。,sentence
1528,袁,kanji
1529,園,kanji
1530,政策,word
1531,ずっと,word
1532,あなたはずっと何をしていましたか。,sentence
1533,娄,kanji
1534,数,kanji
1535,授,kanji
1536,教授,word
1537,あなたは教授です。,sentence
1538,育,kanji
1539,教育,word
1540,トムはあまり教育を受けていない。,sentence
1541,起こる,word
1542,政府は教育を改革している。,sentence
1543,文化,word
1544,日本の教育制度は戦後アメリカのそれの影響を受けた。,sentence
1545,艸(⺾),kanji-variant
1546,あした何が起こるかわかったものではない。,sentence
1547,𦰩,kanji
1548,フランス文化が好きです。,sentence
1549,難,kanji
1550,難しい,word
1551,あんまり難しそうじゃないよ。,sentence
1552,新た,word
1553,新たに始める｡,sentence
1554,㝵,kanji
1555,得,kanji
1556,得る,word
1557,ありえない！,sentence
1558,遠,kanji
1559,新聞,word
1560,あなたはどの新聞をとっていますか。,sentence
1561,癶,radical
1562,発,kanji
1563,出発,word
1564,あなたの友達はいつアメリカへ出発しましたか。,sentence
1565,電,kanji
1566,方向,word
1567,あなたはどの方向へ行こうとしているのですか?,sentence
1568,犬(犭),kanji-variant
1569,苗,kanji
1570,猫,kanji
1571,猫,word
1572,あの猫、何をしているの？,sentence
1573,哥,kanji
1574,歌,kanji
1575,方法,word
1576,この方法でうまくいく。,sentence
1577,頃,kanji
1578,頃,word
1579,こどもの頃って、どこででも寝れてたよ。,sentence
1580,針,kanji
1581,方針,word
1582,店,word
1583,あの店、好きじゃないの。,sentence
1584,施設,word
1585,美,kanji
1586,美しい,word
1587,あなたたちは美しい。,sentence
1588,日米,word
1589,止める,word
1590,あなたを止める。,sentence
1591,やめる,word
1592,いつでもその仕事はやめられる。,sentence
1593,明らか,word
1594,これは誰にも明らかだろう。,sentence
1595,ボストン,word
1596,10月はボストンにいた。,sentence
1597,鳴,kanji
1598,映,kanji
1599,映画,word
1600,あなたの一番好きな映画は何ですか。,sentence
1601,从,kanji
1602,坐,kanji
1603,座,kanji
1604,座る,word
1605,「どこに座ればいいですか？」「どこでもいいですよ」,sentence
1606,泉,kanji
1607,線,kanji
1608,春,word
1609,その場所は、春が一番よい。,sentence
1610,出掛ける,word
1611,あなたが出かける前にお会いしたい。,sentence
1612,親,kanji
1613,昨年,word
1614,昨年日本の政治に大きな変化があった。,sentence
1615,次,word
1616,この次に彼がきた時に、そのことについて彼に話しましょう。,sentence
1617,豆,kanji
1618,頭,kanji
1619,時代,word
1620,あなたと私とが若かった時のような時代が今はもうない。,sentence
1621,頭,word
1622,あなたは頭がいい。,sentence
1623,翟,kanji
1624,曜,kanji
1625,期,kanji
1626,時期,word
1627,君は新しい仕事を始める時期だ。,sentence
1628,心,word
1629,同じ心をもった人は２人といない。,sentence
1630,彦,kanji
1631,顔,kanji
1632,時間,word
1633,1時間で終わらせます。,sentence
1634,忙,kanji
1635,時間までに家に着けないよ。,sentence
1636,忙しい,word
1637,あなたが忙しいってことは分かっています。,sentence
1638,景気,word
1639,市場の景気はどうですか。,sentence
1640,大,word
1641,それは大問題だ。,sentence
1642,書記,word
1643,6,sentence-component
1644,あなたは６時に起きなければなりません。,sentence
1645,最,kanji
1646,最も,word
1647,それは僕が最もやりたくないことだ。,sentence
1648,以上,word
1649,あなたのことを友達以上には考えられないの。,sentence
1650,区,kanji
1651,最初,word
1652,それが人が月を歩いた最初だった。,sentence
1653,訳,kanji
1654,訳,word
1655,あなたのためにやったわけではありません。,sentence
1656,最大,word
1657,許,kanji
1658,許,word
1659,ばかり,word
1660,ここには今着いたばかりなの？,sentence
1661,最後,word
1662,ここまでやったんだから最後までやってしまおう。,sentence
1663,こんな,word
1664,いつだってこんなようだったわけじゃない。,sentence
1665,最終,word
1666,煎,kanji
1667,煎,word
1668,ジョン,word
1669,「誰がこの本を書いたのですか」「ジョンです」,sentence
1670,最近,word
1671,あなたの最近の写真をお持ちですか。,sentence
1672,ドア,word
1673,トムはドアの所にいます。,sentence
1674,最高,word
1675,これが最高なんだ。,sentence
1676,コーヒー,word
1677,彼の作品の中でこれが最高だ。,sentence
1678,期待,word
1679,あなたにコーヒーを持ってきた。,sentence
1680,飛,kanji
1681,あなたは子供に期待をかけすぎます。,sentence
1682,飛行,word
1683,飛行時間はどのくらいですか。,sentence
1684,期間,word
1685,期間はどのくらい？,sentence
1686,子供達,word
1687,もう子供達は寝てもよい時間だ。,sentence
1688,木,word
1689,あの木はこれほど高くない。,sentence
1690,伝,kanji
1691,手伝う,word
1692,「私の仕事を手伝ってくれませんか」「いいですよ」,sentence
1693,号,kanji
1694,本社,word
1695,本社はボストンにあります。,sentence
1696,网(⺳),kanji-variant
1697,探,kanji
1698,探す,word
1699,あなたはどんな仕事を探していますか。,sentence
1700,本部,word
1701,戸(户),kanji-variant
1702,戻,kanji
1703,戻る,word
1704,あなたはいつ学校に戻ってきますか。,sentence
1705,条,kanji
1706,条件,word
1707,見付ける,word
1708,あなたは他の誰も見ていなかった場所で私を見つけた。,sentence
1709,打,kanji
1710,条約,word
1711,永,kanji
1712,泳,kanji
1713,泳ぐ,word
1714,あなたはここで泳ぐ事ができません。,sentence
1715,来年,word
1716,あなたは来年この本を読むことが出来るでしょう。,sentence
1717,一度,word
1718,あとでもう一度来ていただけませんか。,sentence
1719,由,kanji
1720,東,word
1721,東はどの方向なの？,sentence
1722,東京,word
1723,「あなたはどこに住んでるのですか」「東京です」,sentence
1724,朱,kanji
1725,株,kanji
1726,式,kanji
1727,株式,word
1728,大きい,word
1729,あなたの家は大きい。,sentence
1730,業界,word
1731,この業界ではもう年をとりすぎている。,sentence
1732,洛,kanji
1733,落,kanji
1734,落ちる,word
1735,トムは木から落ちた。,sentence
1736,業者,word
1737,弗,kanji
1738,弗,word
1739,ドル,word
1740,それを１０ドルで買った。,sentence
1741,礼,kanji
1742,冉,kanji
1743,冓,kanji
1744,構,kanji
1745,造,kanji
1746,構造,word
1747,切る,word
1748,この木は切らないで。,sentence
1749,両,kanji
1750,機構,word
1751,対する,word
1752,あなたが私にするように私もあなたに対してすることにします。,sentence
1753,機能,word
1754,その機能は働かなくなるだろう。,sentence
1755,御前,word
1756,おまえはもう子供じゃないんだ。,sentence
1757,列,kanji
1758,関,kanji
1759,機関,word
1760,考,word
1761,あなたの意見は良い考えのようだ。,sentence
1762,歴,kanji
1763,史,kanji
1764,歴史,word
1765,どの国にも歴史がある。,sentence
1766,生きる,word
1767,あなたがまだ生きていてよかったよ。,sentence
1768,守,kanji
1769,段,kanji
1770,階,kanji
1771,段階,word
1772,戦争は最終段階にはいっていった。,sentence
1773,何故,word
1774,「なぜ行かないの」「行きたくないからさ」,sentence
1775,母,word
1776,こりゃ母のものだよ。,sentence
1777,親切,word
1778,あなたと彼はとても親切ですね。,sentence
1779,毎日,word
1780,あなたは毎日ここへ来ますか。,sentence
1781,酉,kanji
1782,酷,kanji
1783,酷い,word
1784,この映画はヒドイ！,sentence
1785,民主,word
1786,願,kanji
1787,願う,word
1788,あなたがそのパーティーに来れることを願っています。,sentence
1789,曲,kanji
1790,民族,word
1791,列車,word
1792,いつもの列車に乗り遅れた。,sentence
1793,民間,word
1794,面,kanji
1795,面白い,word
1796,あなたの本を読んだことがあります。とても面白いです。,sentence
1797,気,word
1798,「いい人ね。なんだか気が合いそう」「だろうな」,sentence
1799,しか,word
1800,ここでしか食べられないものを食べたい。,sentence
1801,気持ち,word
1802,あなたの気持ちがよく分かる。,sentence
1803,続,kanji
1804,続ける,word
1805,あなたの仕事を続けなさい。,sentence
1806,水,word
1807,私がいない間も作業を続けなさい。,sentence
1808,泣,kanji
1809,「水を少しください」「いいですよ」,sentence
1810,泣く,word
1811,いい子だから泣かないで。,sentence
1812,血,kanji
1813,決定,word
1814,何をすべきか、誰も決定できなかった。,sentence
1815,束,kanji
1816,彼は新しい政策を決定していた。,sentence
1817,約束,word
1818,あなたは夏までに帰ると約束したじゃない。,sentence
1819,決議,word
1820,私は委員会の決議を支持した。,sentence
1821,ながら,word
1822,コーヒーを飲みながらそれについて話しましょうか。,sentence
1823,活動,word
1824,私が大学にいたとき政治の活動をしていた。,sentence
1825,失,kanji
1826,敗,kanji
1827,失敗,word
1828,あなたが援助しなかったとしたら彼は失敗するだろう。,sentence
1829,𠂢,kanji
1830,交渉は失敗に終わった。,sentence
1831,派,kanji
1832,派遣,word
1833,送る,word
1834,あなたに私の家族の写真を送るつもりだ。,sentence
1835,海外,word
1836,よく海外に行くよ。,sentence
1837,朝,word
1838,あすの朝出発しよう。,sentence
1839,坂,kanji
1840,父,word
1841,「彼の父が昨日死にました」「そんな人は見たことがありません」,sentence
1842,着る,word
1843,これは父の働いてる施設だ。,sentence
1844,特,kanji
1845,これ着てみて。,sentence
1846,特に,word
1847,「何かやることがあるの？」「特にない」,sentence
1848,飛行機,word
1849,あなたの飛行機は何時に出発しますか。,sentence
1850,別,kanji
1851,特別,word
1852,この仕事は特別な技術を必要とする。,sentence
1853,享,kanji
1854,孰,kanji
1855,孰,word-component
1856,何方,word
1857,どちら,word
1858,あなたか私のどちらかがそうしないといけない。,sentence
1859,状,kanji
1860,状態,word
1861,その家はあまりいい状態ではない。,sentence
1862,時計,word
1863,あたしはその店で時計を買うつもりです。,sentence
1864,状況,word
1865,このような状況の中で、医者はどうすべきなのでしょうか。,sentence
1866,疲,kanji
1867,疲れる,word
1868,「私は疲れていない」「私もそうです」,sentence
1869,現,kanji
1870,在,kanji
1871,現在,word
1872,トムは現在、子供が３人いる。,sentence
1873,4,sentence-component
1874,現在多くの人がこの分野で働いている。,sentence
1875,究,kanji
1876,うちは4人家族です。,sentence
1877,現地,word
1878,３と４と５の平均は４です。,sentence
1879,力,word
1880,現地時間で１０時だ。,sentence
1881,現場,word
1882,いつでも力になります。,sentence
1883,飛ぶ,word
1884,これは個人の力で出来るものではない。,sentence
1885,現実,word
1886,その国は国際問題には力がある。,sentence
1887,杯,kanji
1888,情勢は政府の力ではどうにもならなくなった。,sentence
1889,杯,word
1890,私は現場に行ってみた。,sentence
1891,一杯,word
1892,いい方向に飛んだね。,sentence
1893,返,kanji
1894,これは現実です。,sentence
1895,理事,word
1896,お水を１杯もらえますか。,sentence
1897,タバコ,word
1898,あなたは本をいっぱい持ってますね。,sentence
1899,理由,word
1900,今月いっぱいここにいます。,sentence
1901,与える,word
1902,あなたはいつタバコを止めるつもりですか。,sentence
1903,吏,kanji
1904,あなたがトムを好きじゃない理由、わかるわ。,sentence
1905,使,kanji
1906,それを彼に与えなさい。,sentence
1907,睘,kanji
1908,環,kanji
1909,竟,kanji
1910,境,kanji
1911,環境,word
1912,環境は保護されるべきものである。,sentence
1913,雪,word
1914,あなたはこの市に来る前に雪を見たことがありましたか。,sentence
1915,生活,word
1916,いつから雪が降っているのですか。,sentence
1917,一生,word
1918,この生活に疲れた。,sentence
1919,産,kanji
1920,あなたのご親切は一生忘れません。,sentence
1921,生産,word
1922,生産が落ち始めている。,sentence
1923,テニス,word
1924,あなたはどこでテニスをしますか。,sentence
1925,産業,word
1926,テニスにもあるけど、４大大会って何？,sentence
1927,上がる,word
1928,政府は産業にもっと多くの金を投資すべきだ。,sentence
1929,男,word
1930,あなたにはとても頭が上がりません。,sentence
1931,決して,word
1932,あとでわかったことだが、彼は親切な男だった。,sentence
1933,命,kanji
1934,あすは決してこない。,sentence
1935,男子,word
1936,この学校は男子よりも女子が多い。,sentence
1937,怒,kanji
1938,怒る,word
1939,あなたが怒ることは何もない。,sentence
1940,男性,word
1941,あなたが見たのはこの男性ですか？,sentence
1942,上手,word
1943,この会社では女性は男性と同じ条件で働いている。,sentence
1944,番組,word
1945,あなたのように上手になりたいです。,sentence
1946,句,kanji
1947,あなたの好きなテレビ番組は何ですか。,sentence
1948,苟,kanji
1949,敬,kanji
1950,驚,kanji
1951,驚く,word
1952,あなたを、驚かせたくはなかったのです。,sentence
1953,疑い,word
1954,そのことについてはまったく疑いがない。,sentence
1955,女の子,word
1956,あなたが女の子だからよ。,sentence
1957,丙,kanji
1958,病,kanji
1959,完,kanji
1960,院,kanji
1961,病院,word
1962,ここは病院だ。,sentence
1963,寒,kanji
1964,寒い,word
1965,ここはいつも寒いわけじゃないよ。,sentence
1966,発言,word
1967,その発言は君に対するものではない。,sentence
1968,夭,kanji
1969,笑,kanji
1970,笑う,word
1971,あなたの新しい友達は、あなたのすることを見て笑うことがあるかもしれません。,sentence
1972,厈,kanji
1973,岸,kanji
1974,100,word-component
1975,百,word
1976,払,kanji
1977,払う,word
1978,あなたが払うつもり？,sentence
1979,監,kanji
1980,尗,kanji
1981,叔,kanji
1982,督,kanji
1983,監督,word
1984,監督をしてました。,sentence
1985,何れ,word
1986,どれ,word
1987,「トムはもうすぐここに来ます」「どれくらいすぐですか」,sentence
1988,標,kanji
1989,目標,word
1990,それが私の目標なんだ。,sentence
1991,系,kanji
1992,縣,kanji
1993,懸,kanji
1994,懸命,word
1995,彼の懸命の努力は失敗に終わった。,sentence
1996,目的,word
1997,この国に来た目的は？,sentence
1998,天気,word
1999,いいお天気ですね。,sentence
2000,相手,word
2001,あなたが話したかった相手は誰？,sentence
2002,配,kanji
2003,心配,word
2004,あなたが何かを心配しているように見えました。,sentence
2005,服,kanji
2006,知事,word
2007,回,word
2008,それはとても良い本だったので、私は３回読みました。,sentence
2009,板,kanji
2010,研,kanji
2011,研究,word
2012,あなたは歴史のどの時代を研究していますか。,sentence
2013,愛,kanji
2014,愛する,word
2015,「愛してるよ」「私もよ」,sentence
2016,油,kanji
2017,社会,word
2018,それは社会のためになるだろう。,sentence
2019,開,kanji
2020,開ける,word
2021,このドアを開けないで下さい。,sentence
2022,波,kanji
2023,社長,word
2024,この会社の社長は誰ですか。,sentence
2025,生まれる,word
2026,私は彼に社長との会見を忘れないようにと注意した。,sentence
2027,窓,kanji
2028,あなたが生まれたのは何年ですか？,sentence
2029,窓,word
2030,あなたはその窓を開けてもよい。,sentence
2031,秋,word
2032,今年は寒い秋です。,sentence
2033,助ける,word
2034,あなたが助けてくれなかったら、私はそれをすることができなかったろうに。,sentence
2035,呈,kanji
2036,程,kanji
2037,程度,word
2038,この程度のお金じゃ長くは持たないだろう。,sentence
2039,亟,kanji
2040,極,kanji
2041,積極,word
2042,積極的,word
2043,あの学生はとても積極的だ。,sentence
2044,幾ら,word
2045,あなたのためにいくらか手に入れてあげましょうか。,sentence
2046,巷,kanji
2047,港,kanji
2048,空港,word
2049,いつ空港に着くか教えて下さい。,sentence
2050,韋,radical
2051,違,kanji
2052,違う,word
2053,あなたの意見は彼とはどうちがうのですか。,sentence
2054,苦,kanji
2055,立場,word
2056,あなたが私の立場にいたら、何をしますか。,sentence
2057,強い,word
2058,あの女性たちは、気が強い。,sentence
2059,肉(⺼),kanji-variant
2060,肋,kanji
2061,筋,kanji
2062,筋,word
2063,有り難う,word
2064,「コーヒーを持ってきてあげるよ」「どうもありがとう」,sentence
2065,官,kanji
2066,何れにせよありがとう。,sentence
2067,管,kanji
2068,管理,word
2069,あなたはお金の管理にはもっと気をつけるべきです。,sentence
2070,週間,word
2071,あと１週間でこの仕事は終わります。,sentence
2072,係,kanji
2073,戠,kanji
2074,織,kanji
2075,組織,word
2076,この組織は戦後生まれた。,sentence
2077,佰,kanji
2078,宿,kanji
2079,宿題,word
2080,あなたに宿題を手伝ってもらいたかった。,sentence
2081,圣,kanji
2082,経,kanji
2083,営,kanji
2084,経営,word
2085,その会社は外国人が経営している。,sentence
2086,館,kanji
2087,館,word
2088,斉,kanji
2089,済,kanji
2090,経済,word
2091,この国の経済状態は悪い。,sentence
2092,眠,kanji
2093,アメリカ経済は世界最大です。,sentence
2094,眠る,word
2095,日本経済は不況である。,sentence
2096,屋,kanji
2097,あなたは少しも眠れないことがある。,sentence
2098,吉,kanji
2099,結,kanji
2100,結果,word
2101,いい結果、期待してるからな。,sentence
2102,決める,word
2103,あなたが決めて。,sentence
2104,統一,word
2105,彼が新しい方針を決める。,sentence
2106,電車,word
2107,あなたの家からここまで来るのに電車でどのくらいかかりますか。,sentence
2108,維,kanji
2109,維持,word
2110,こんな大きな家を維持するのは金がかかる。,sentence
2111,大好き,word
2112,あなたのことが大好きです。,sentence
2113,急,kanji
2114,忩,kanji
2115,総,kanji
2116,総会,word
2117,覚,kanji
2118,覚える,word
2119,あなたを覚えています、３年前にお会いしました。,sentence
2120,拾,kanji
2121,総合,word
2122,絵,word
2123,あなたのために絵を書いた。,sentence
2124,𢦏,kanji
2125,裁,kanji
2126,総裁,word
2127,斿,kanji
2128,遊,kanji
2129,遊ぶ,word
2130,あなたの来たいときはいつでも私の所へ遊びに来なさい。,sentence
2131,考え,word
2132,壴,kanji
2133,喜,kanji
2134,嬉,kanji
2135,嬉しい,word
2136,あなたがそうしてくれると私は嬉しい。,sentence
2137,召,kanji
2138,外国へ派遣されると考えただけで彼らはうれしくなった。,sentence
2139,昭,kanji
2140,職,kanji
2141,職員,word
2142,あなたにはこの工場の女子職員の管理をしていただくことになるでしょう。,sentence
2143,日曜,word
2144,日曜なので仕事が無い。,sentence
2145,柱,kanji
2146,背,kanji
2147,背景,word
2148,写真の背景にいる男は誰ですか。,sentence
2149,勝つ,word
2150,あなたが勝った。,sentence
2151,洋,kanji
2152,自ら,word
2153,彼は自らそこへ出かけた。,sentence
2154,貸,kanji
2155,貸す,word
2156,あなたが私にお金を貸してくれるとは親切だ。,sentence
2157,灰,kanji
2158,炭,kanji
2159,自分,word
2160,あなたが自分でそれをやりなさい。,sentence
2161,終える,word
2162,あなたがその仕事を終えるまで待ちます。,sentence
2163,自動車,word
2164,あの自動車は彼のものです。,sentence
2165,知らせ,word
2166,あなたによい知らせがあります。,sentence
2167,畑,kanji
2168,自宅,word
2169,トムは自宅で教育された。,sentence
2170,急ぐ,word
2171,「急いでるの？」「そうでもない」,sentence
2172,然,kanji
2173,自然,word
2174,人間は自然の一部である。,sentence
2175,正しい,word
2176,あなたか私か、どちらかが正しい。,sentence
2177,自由,word
2178,あなたはもう仕事を終えたのだから家に帰るのは自由だ。,sentence
2179,立てる,word
2180,その時、立てなかった。,sentence
2181,県,kanji
2182,衛,kanji
2183,自衛,word
2184,隊,kanji
2185,隊,word
2186,自衛隊,word
2187,見せる,word
2188,あなたが昨日買ったものを見せてくれませんか。,sentence
2189,自身,word
2190,あなたたち自身でそれをやりましたか。,sentence
2191,深,kanji
2192,深い,word
2193,あなたは注意深くする必要がありますよ。,sentence
2194,神,kanji
2195,舞台,word
2196,僕は舞台の上であがった。,sentence
2197,幸せ,word
2198,あなたにとって幸せって何？,sentence
2199,秒,kanji
2200,花,word
2201,あなたが好きな春の花はなに？,sentence
2202,筈,kanji
2203,筈,word
2204,お前は、そんなことしないはずだ。,sentence
2205,及,kanji
2206,級,kanji
2207,行う,word
2208,あなた自身が行った方がいいよ。,sentence
2209,痛,kanji
2210,最近はたくさんの建設が行われている。,sentence
2211,痛い,word
2212,あの子には頭が痛い。,sentence
2213,行動,word
2214,もっと早く行動しなさい。,sentence
2215,点,word
2216,いい点を取ろうと彼は私より努力した。,sentence
2217,負,kanji
2218,行政,word
2219,守る,word
2220,あなたは、自分の家族を守らなければならない。,sentence
2221,𠂤,kanji
2222,追,kanji
2223,被,kanji
2224,被告,word
2225,初めて,word
2226,ここで初めて食べるよ。,sentence
2227,裁判,word
2228,裁判はお金がかかる。,sentence
2229,食事,word
2230,あなたは食事を作ることが出来ますか。,sentence
2231,要求,word
2232,その要求に対して怒った。,sentence
2233,尽,kanji
2234,侭,kanji
2235,侭,word
2236,この家はこのままにしておきたい。,sentence
2237,見方,word
2238,僕はあなたの見方です。,sentence
2239,駄,kanji
2240,駄目,word
2241,「今出かけてはいけない」「どうしてだめなの」,sentence
2242,倍,kanji
2243,見通し,word
2244,来年の日本経済の見通しはどうでしょうか。,sentence
2245,奇,kanji
2246,鹿,kanji
2247,麗,kanji
2248,奇麗,word
2249,「雪、きれいだね」「そうだね。でもメアリーの方がもっときれいだよ」,sentence
2250,勉,kanji
2251,規,kanji
2252,規制,word
2253,食事は規制正しくとりなさい。,sentence
2254,少女,word
2255,あのきれいな少女は誰ですか。,sentence
2256,旲,kanji
2257,莫,kanji
2258,模,kanji
2259,規模,word
2260,どれくらいの規模の会社なの？,sentence
2261,求める,word
2262,あなたがたは何を求めているのですか。,sentence
2263,呂,kanji
2264,その国は国連に援助を求めた。,sentence
2265,宮,kanji
2266,解,kanji
2267,解決,word
2268,あとは時が解決するでしょう。,sentence
2269,風,word
2270,その団体は社会問題を解決しようとした。,sentence
2271,島,kanji
2272,国際問題は戦争ではなく外交で解決されなければならない。,sentence
2273,言う,word
2274,これはどんな風に終わるか見たい。,sentence
2275,古い,word
2276,「ありがとう」ぐらい言ってもよさそうなのに。,sentence
2277,庫,kanji
2278,予定通りに、その業者は、時間がもう少し欲しい、と言ってきた。,sentence
2279,言わば,word
2280,彼の言ったことにはあまり内容がなかった。,sentence
2281,あの,word
2282,この本とあの本ではどちらが古いですか。,sentence
2283,枼,kanji
2284,それはいわば仕事の一部だった。,sentence
2285,葉,kanji
2286,あなたはあの木を見ます。,sentence
2287,言葉,word
2288,あなたに愛してると言われたとき言葉が出なかった。,sentence
2289,開く,word
2290,こころを開いて。,sentence
2291,息,kanji
2292,計画,word
2293,あなたが彼に計画について話さなければよかったのに。,sentence
2294,似,kanji
2295,その計画は住民の反対にあった。,sentence
2296,似る,word
2297,その計画は実施された。,sentence
2298,旅,kanji
2299,住宅計画はダメになった。,sentence
2300,記事,word
2301,あなたの問題は私の問題と似ています。,sentence
2302,転,kanji
2303,あなたはこの記事を読みましたか。,sentence
2304,自転車,word
2305,5歳の時に自転車に乗れてた？,sentence
2306,根,kanji
2307,記者,word
2308,なぜなら新聞記者だったからです。,sentence
2309,一生懸命,word
2310,あなたはそんなに一生懸命に働く必要はない。,sentence
2311,水(⺢),kanji-variant
2312,録,kanji
2313,記録,word
2314,彼の記録は５人の中で一番悪かった。,sentence
